,Unnamed: 0,web-scraper-order,web-scraper-start-url,titleproduct,location,shippingfee,price,sellerrating,reviews,reviewrating,shipontimerating,chatresponserating,reviews_en
166,466,1625651127-487,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,we got our parcel today.item in a good condition and wrapped nicely. thank u lazada.. seller and of course kay kua po na nag deliver.. satisfied customer,4.5,100,98,we got our parcel today.item in a good condition and wrapped nicely. thank u lazada.. seller and of course kay kua po na nag deliver.. satisfied customer
167,467,1625651209-795,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§",4.7,96,100,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§"
168,469,1625651083-304,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.bestshown_1.10.52a0313cMC6OlY&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,I ordered this for my pamangkin. Dahil mahilig maglaro ng ML. Ang quality niya ay maganda na para sa 20 pesos na finger sleeves. Wala naman tastas o sira kaya thankyou seller. ??? 3 days bago ko nareceive ang item.,4.8,97,99,I ordered this for my nephew. Because I love to play ML. His quality is already good for 20 pesos finger sleeves. There are no cracks or damage so thankyou seller. ??? 3 days before I received the item.
169,488,1625651094-314,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"Maayos yung packaging and kumpleto sya saka after ilang days lang dumating na agad. At first I thought hindi sya compatible sa Android TV then eventually we accidentally figure out na you need to click Ipega button  X to light up yung 3 to indicate na pwede na syang mapair properly. Yey! ??Å

Although take note lang na there are some games talaga na hindi sya gumagana. You can try to test it on Beach Buggy Racing. ??π",4.6,100,100,"The packaging is good and it is complete, then after a few days it arrives immediately. At first I thought it is not compatible with Android TV then eventually we accidentally figure out that you need to click Ipega button  X to light up the 3 to indicate that it can be installed properly. Yey! ??Å

Although just take note that there are some games that really don't work. You can try to test it on Beach Buggy Racing. ??π"
170,492,1625651149-605,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
171,494,1625651105-373,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,salamat po,4.5,97,100,thank you
172,496,1625651233-865,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.list.12.52a0313cijE5zw&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,"unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including",4.8,97,99,"unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including"
173,498,1625651143-553,https://www.lazada.com.ph/products/5-in1-portable-gamepad-mobile-legends-pubg-game-grip-pad-handle-mobile-phone-controller-joystick-for-universal-phone-mobile-cellphone-i1056624793-s3585224749.html?spm=a2o4l.searchlistcategory.list.114.52a0313chNAehF&search=1,5 in1 Portable Gamepad Mobile Legends PUBG Game Grip Pad Handle Mobile Phone Controller Joystick for Universal Phone Mobile Cellphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,89,jvk jcyducj j s6rlb jvuf8bi uc7f8 ivu7rgi icys7cu uxog  uxyd8vi yxyf8 jcys7vi u ifivo icyf8vicus7vu udi o uf8 8 7dg 8f jci i icg iv7f8g9viv7c8h9 ic7dhobo iciudtsdk,4.2,99,98,jvk jcyducj j s6rlb jvuf8bi uc7f8 ivu7rgi icys7cu uxog uxyd8vi yxyf8 jcys7vi u ifivo icyf8vicus7vu udi o uf8 8 7dg 8f jci i icg iv7f8g9viv7c8h9 ic7dhobo ciudtsdk
174,499,1625651149-602,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,Console ng larong computer ng pamilya ?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº??ç??ç??ç??ç?èº?èº?èº?èº?èº?èº?èº??ç??ç??ç?èº?èº?èç?èº?èº?èç?èº?èç?èº?èç?èç?èç?èç?èç,5,98,100,Family computer game console ?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº?èº??ç??ç??ç??ç?èº?èº?èº?èº?èº?èº??ç??ç??ç?èº?èº?èç?èº?èº?èç?èº?èç?èº?èç?èç?èº?èç?èç ?èç?èç?èç
175,502,1625651130-507,https://www.lazada.com.ph/products/w10-mobile-game-pad-joystick-gamepad-handle-design-i351376948-s793626122.html?spm=a2o4l.searchlistcategory.list.127.52a0313cbVVA4H&search=1,W10 Mobile Game pad Joystick Gamepad Handle Design,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53.9,90,Okay yung item. Walang Damage. Okay din yung Seller. Order ako next time.,4.6,96,97,The item is okay. No Damage. The Seller is also okay. Order me next time.
176,504,1625651149-601,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
177,507,1625651174-697,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright! ok sa alright!,4.9,99,100,ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright! ok alright!
178,509,1625651239-884,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1909313823-s8117813008.html?spm=a2o4l.searchlistcategory.list.4.52a0313cHpvovL&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,14.7,92,Hahaa manda sYa nawala agad akn,4.9,99,89,Hahaa manda sYa nawala agad akn
179,512,1625651174-696,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.,4.9,99,100,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.
180,513,1625651242-892,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"maaayos yung item kaso matagal lang ideliver pero ayos lang and maganda sya hindi na nag gghost touch yung phone q while playing , thank you!!",4.9,100,99,"The item will be fixed, in case it takes a long time to deliver, but it's okay and she's beautiful, she didn't touch the phone while playing, thank you !!"
181,514,1625651083-300,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.bestshown_1.10.52a0313cMC6OlY&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Okay goods??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,4.8,97,99,Okay goods??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
182,515,1625651115-402,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,Napakadaling operasyon. Ang oras sa paglalaro ng mga laro ay palaging mabilis na lumilipas.,5,98,100,Very easy operation. Time playing games always passes quickly.
183,517,1625651115-407,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
184,518,1625651213-802,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,"Dear customer, it‚??s so cute to see your comment! But I want to say something weakly, as a game lover, I can only wish you every game you can win and the technology is getting better and better.",4.8,99,70,"Dear customer, it‚??s so cute to see your comment! But I want to say something weakly, as a game lover, I can only wish you every game you can win and the technology is getting better and better."
185,519,1625651224-833,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,nice ang Ganda nag legend agad ako sa ml nung gamit kona to.,4.8,99,69,nice ang Ganda nag legend ako agad sa ml nung gamit kona to.
186,521,1625651143-556,https://www.lazada.com.ph/products/5-in1-portable-gamepad-mobile-legends-pubg-game-grip-pad-handle-mobile-phone-controller-joystick-for-universal-phone-mobile-cellphone-i1056624793-s3585224749.html?spm=a2o4l.searchlistcategory.list.114.52a0313chNAehF&search=1,5 in1 Portable Gamepad Mobile Legends PUBG Game Grip Pad Handle Mobile Phone Controller Joystick for Universal Phone Mobile Cellphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,89,Thank you so much ?????????,4.2,99,98,Thank you so much ?????????
187,522,1625651168-687,https://www.lazada.com.ph/products/itop-sr-gamepad-with-2000mah-cooling-fan-pubg-mobile-game-controller-i224628878-s296536804.html?spm=a2o4l.searchlistcategory.list.83.52a0313ck9E2ji&search=1,ITOP SR Gamepad with  2000mah  Cooling Fan PUBG Mobile Game Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,161.7,90,ok yung gamepad kaso yung parang rubber dun sa mga trigger shoulder madaling matanggal kaya nawala agad akin e hahahaha,4.5,96,97,ok the gamepad case looks like rubber on the trigger shoulders it's easy to remove so I lost it right away hahahaha
188,524,1625651105-374,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,Ok nmnn fit lang sa price mdyu delay lang ango order  pero ok nmn ang item,4.5,97,100,Ok nmnn just fit the price mdyu delay only ango order but ok nmn the item
189,525,1625651201-759,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-gaming-fingers-i1132238341-s3933526748.html?spm=a2o4l.searchlistcategory.list.58.52a0313c31aV8l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming Gaming fingers,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,11.8,88,mganda cia nagustuhan ng asawa ko pag ngllaro cia kc pasmado ang kmay nia...mabilis dumating thank u poh,4.5,96,44,mganda cia nagustuhan ng asawa ko pag ngllaro cia kc pasmado ang kmay nia ... mabilis dumat thank u poh
190,537,1625651120-451,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life,4.8,99,100,Thank you for your trust and support! Share good things with everyone~ I hope you will continue to support our store. I look forward to your coming again and wish you a happy life
191,539,1625651143-555,https://www.lazada.com.ph/products/5-in1-portable-gamepad-mobile-legends-pubg-game-grip-pad-handle-mobile-phone-controller-joystick-for-universal-phone-mobile-cellphone-i1056624793-s3585224749.html?spm=a2o4l.searchlistcategory.list.114.52a0313chNAehF&search=1,5 in1 Portable Gamepad Mobile Legends PUBG Game Grip Pad Handle Mobile Phone Controller Joystick for Universal Phone Mobile Cellphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,89,Though It was delayed by few days but I really Liked the package and the item on it. Its Good,4.2,99,98,Though It was delayed by few days but I really Liked the package and the item on it. Its Good
192,540,1625651213-800,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,"Dear customer, your like is our motivation, thank you for coming, very happy and honored to serve youÔºÅ",4.8,99,70,"Dear customer, your like is our motivation, thank you for coming, very happy and honored to serve youÔºÅ"
193,541,1625651102-357,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,"Fast delivery. Easy to assemble. It was packed and delivered in good condition. No damage. No scratch.

??ç??ç??ç??ç??ç",4.5,100,92,"Fast delivery. Easy to assemble. It was packed and delivered in good condition. No damage. No scratch.

??ç??ç??ç??ç??ç"
194,542,1625651155-618,https://www.lazada.com.ph/products/sulit-choice-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1683522046-s7273066236.html?spm=a2o4l.searchlistcategory.list.99.52a0313cT1sZPk&search=1,Sulit Choice Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,10,95,excellent qualityexcellent qualityexcellent qualityexcellent qualityexcellent quality,4.9,96,98,excellent qualityexcellent qualityexcellent qualityexcellent qualityexcellent quality
195,546,1625651152-610,https://www.lazada.com.ph/products/ready-wired-8-bit-tv-red-and-white-machine-game-player-handle-gampad-controller-i528324781-s1418794055.html?spm=a2o4l.searchlistcategory.list.102.52a0313cMqXCJq&search=1,[Ready] ‚ù§Wired 8 Bit TV Red and White Machine Game Player Handle Gampad Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,119,92,Matagal lang ang delivery pero worth ang pag aantay dahil parehong gumagana ang controller.thank you seller..,4.8,99,100,Delivery is long but worth the wait because both controllers work. Thank you seller ..
196,550,1625651102-359,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,perfect  gift for Christmas..tested already and this is my 3rd time to order and im happy with my purchase.thank you seller and sa nagdeliver po.handle it with care,4.5,100,92,perfect  gift for Christmas..tested already and this is my 3rd time to order and im happy with my purchase.thank you seller and sa nagdeliver po.handle it with care
197,551,1625651209-790,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,very good,4.7,96,100,very good
198,552,1625651094-318,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"hello guys 101%legit item pangalawa q na unit to. lahat at working. 
chat nyu muna ang seller about sa model ng phone nyu. kc sa mga vivoy17 jan na mediatek processor hindi sya compatible sa lahat ng mediatek procesor sa snapdragon at qualcom at kirin wlang problema. overall maganda at mabait ang seller.",4.6,100,100,"hello guys 101%legit item second q unit to. all and working.
chat nyu muna ang seller about sa model ng phone nyu. kc sa mga vivoy17 jan na mediatek processor hindi sya compatible sa lahat mediatek procesor sa snapdragon at qualcom at kirin wlang problema. overall nice and kind seller."
199,554,1625651133-518,https://www.lazada.com.ph/products/nintendo-battery-pack-gba-sp-gameboy-advance-sp-with-free-screwdriver-i409934292-s992606992.html?spm=a2o4l.searchlistcategory.list.124.52a0313cjnkmIo&search=1,Nintendo Battery Pack GBA SP Gameboy Advance SP with free screwdriver,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,300,94,Finally got my gameboy working after decades!! Comes with a cute screwdriver too!  Well packaged! Thank you seller!!??ç??Ø?•∞,4.8,99,98,Finally got my gameboy working after decades!! Comes with a cute screwdriver too!  Well packaged! Thank you seller!!??ç??Ø?•∞
200,556,1625651242-897,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for the kind words. We‚??d love to continue providing great products to awesome customers like you. Thanks again!,4.9,100,99,Thank you for the kind words. We‚??d love to continue providing great products to awesome customers like you. Thanks again!
201,557,1625651209-791,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§",4.7,96,100,"Thank you for supporting EWA 3C HUB ???, we're happy that you like it, your feedback on us is much appreciated. ‚ù§"
202,564,1625651127-482,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,thank you po mam/sir ..,4.5,100,98,thank you po mam/sir ..
203,566,1625651109-388,https://www.lazada.com.ph/products/max-ph-call-of-duty-mobile-controller-k21-pugb-trigge-4-finger-linkage-game-handle-peace-elite-fast-shooting-button-controller-for-pubg-rules-of-survival-game-trigger-joystick-gamepad-for-ios-android-phone-i587586668-s1606612972.html?spm=a2o4l.searchlistcategory.list.148.52a0313cPGNMcG&search=1,MAX PH Call of duty mobile Controller K21 PUGB Trigge 4 Finger Linkage Game Handle Peace Elite Fast Shooting Button Controller for PUBG Rules of Survival Game Trigger Joystick Gamepad for iOS Android Phone,"Metro Manila~Quezon City, Quezon City, Project 6",45,85,94,"I'm very satisfied with this product and the seller js very responsive!! Order na kayo guys!! completely sealed and safe ang product, thankyou seller!!",4.5,93,100,"I'm very satisfied with this product and the seller js very responsive!! Order na kayo guys!! completely sealed and safe ang product, thankyou seller!!"
204,567,1625651120-450,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,super super happy!!! already playing with it!!!! ordered friday received sunday!,4.8,99,100,super super happy!!! already playing with it!!!! ordered friday received sunday!
205,569,1625651127-483,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,"Ordered yesterday and delivered today, that was fast :)
Tested and works fine",4.5,100,98,"Ordered yesterday and delivered today, that was fast :)
Tested and works fine"
